product_id,product_name,description,Best_Match_ID,Best_Match_Path,Best_Match_Score,Rank_1_Path,Rank_1_ID,Rank_1_Score,Rank_2_Path,Rank_2_ID,Rank_2_Score,Rank_3_Path,Rank_3_ID,Rank_3_Score,Rank_4_Path,Rank_4_ID,Rank_4_Score,Rank_5_Path,Rank_5_ID,Rank_5_Score,Rank_6_Path,Rank_6_ID,Rank_6_Score,Rank_7_Path,Rank_7_ID,Rank_7_Score,Rank_8_Path,Rank_8_ID,Rank_8_Score,Rank_9_Path,Rank_9_ID,Rank_9_Score,Rank_10_Path,Rank_10_ID,Rank_10_Score,Rank_11_Path,Rank_11_ID,Rank_11_Score,Rank_12_Path,Rank_12_ID,Rank_12_Score,Rank_13_Path,Rank_13_ID,Rank_13_Score,Rank_14_Path,Rank_14_ID,Rank_14_Score,Rank_15_Path,Rank_15_ID,Rank_15_Score,Rank_16_Path,Rank_16_ID,Rank_16_Score,Rank_17_Path,Rank_17_ID,Rank_17_Score,Rank_18_Path,Rank_18_ID,Rank_18_Score,Rank_19_Path,Rank_19_ID,Rank_19_Score,Rank_20_Path,Rank_20_ID,Rank_20_Score
5958ea24-f973-4cdf-a623-aaf212e299e1,Itati Woven Blanket,"This large handcrafted blanket features Ilse Valfré's original artwork titled ""Itati"". Whether you're looking to add some art to your walls or drape it across your bed, this handcrafted tapestry will add a unique creative touch. Valfre's woven tapestries are crafted with premium materials for an unparalleled quality. Size 55"" x 71"" Cotton / Poly Blend",11433441011,Handmade/Home & Kitchen/Bedding/Blankets & Quilts,-9.146709442138672,Handmade/Home & Kitchen/Bedding/Blankets & Quilts,11433441011,-9.146709442138672,Home & Kitchen/Bedding/Blankets & Throws/Wearable Blankets,17874220011,-9.995502471923828,Handmade/Baby/Nursery/Nursery Bedding/Blankets & Swaddling,11426909011,-10.060401916503906,Home & Kitchen/Bedding/Blankets & Throws/Weighted Blankets,17874221011,-10.134920120239258,Handmade/Pet Supplies/Dogs/Beds & Furniture/Bed Blankets,15735425011,-10.428221702575684,Baby/Apparel & Accessories/Baby Boys/Clothing/Sleepwear & Robes/Blanket Sleepers,2475840011,-10.477360725402832,"Clothing, Shoes & Jewelry/Boys/Clothing/Sleepwear & Robes/Blanket Sleepers",2422545011,-10.530344009399414,"Clothing, Shoes & Jewelry - Girls/Clothing/Sleepwear & Robes/Blanket Sleepers",2412729011,-10.625815391540527,Industrial & Scientific/Professional Medical Supplies/Surgical Supplies/Blanket Warmers,17728860011,-10.670827865600586,"Toys & Games/Kids' Furniture, Décor & Storage/Bedding & Slumber Bags/Blankets & Throws/Plush Toy & Blanket Sets",17874237011,-10.780004501342773,Handmade/Home & Kitchen/Bedding/Duvets & Duvet Covers,11433446011,-10.810280799865723,"Clothing, Shoes & Jewelry - Baby/Baby Girls/Clothing/Sleepwear & Robes/Blanket Sleepers",2475800011,-10.838178634643555,Handmade/Baby/Nursery/Nursery Bedding/Quilts & Bed Covers,11426919011,-10.957080841064453,"Handmade/Baby/Nursery/Nursery Bedding/Pillows, Covers & Protectors",19530403011,-11.017927169799805,Handmade/Baby/Nursery/Nursery Bedding/Crib Bedding,11426913011,-11.108808517456055,Handmade/Home & Kitchen/Bedding/Bedspreads & Coverlets,11433438011,-11.123364448547363,Handmade/Home & Kitchen/Kitchen & Dining/Kitchen Linen,11434973011,-11.272912979125977,Handmade/Home & Kitchen/Bedding/Sheets & Pillowcases,11433450011,-11.275510787963867,Handmade/Home & Kitchen/Bath/Bath Linen,11433421011,-11.279548645019531,Handmade/Home & Kitchen/Kitchen & Dining/Kitchen Linen/Tablecloths,11434980011,-11.31751823425293
956a750c-3a4f-4bbf-b118-e0b07a47137a,Little Lambs Tshirt,Little Lambs Tee by Valfré MADE IN LA This ultra soft crew neck white tshirt features Ilse Valfré's Little Lamb characters. Content + Care: 100% Cotton- Machine Washable Size guide BODY LENGTH (inches) CHEST (inches) S 20 ¼ 33-36 M 21 ¼ 37-40 L 22 ¼ 41-44 XL 23 ¼ 45-48,2475843011,Baby/Apparel & Accessories/Baby Boys/Accessories/Leg Warmers,-11.366094589233398,Baby/Apparel & Accessories/Baby Boys/Accessories/Leg Warmers,2475843011,-11.366094589233398,Sports & Outdoors/Fan Shop/Clothing/Baby Clothing/Layette Sets,9938297011,-11.371231079101562,Baby/Apparel & Accessories/Baby Boys/Clothing/Sweaters,1046188,-11.375414848327637,Baby/Apparel & Accessories/Baby Boys/Clothing/Bottoms/Leggings,10932935011,-11.375880241394043,Baby/Apparel & Accessories/Baby Girls/Clothing/Layette Sets,2475813011,-11.379161834716797,Baby/Apparel & Accessories/Baby Girls/Clothing/Tops/Tank Tops,5088048011,-11.382688522338867,Sports & Outdoors/Fan Shop/Clothing/Baby Clothing/Hoodies & Sweaters,9938291011,-11.384161949157715,Sports & Outdoors/Outdoor Recreation/Outdoor Clothing/Women/Shirts/Polo Shirts,11443926011,-11.385732650756836,Baby/Apparel & Accessories/Baby Girls/Clothing/Tops/Tees,2475780011,-11.387096405029297,Sports & Outdoors/Fan Shop/Clothing/Baby Clothing/Jerseys & Shirts,9938293011,-11.388246536254883,Sports & Outdoors/Sports & Fitness/Clothing/Women/Shirts/Polo Shirts,11444121011,-11.390514373779297,Baby/Apparel & Accessories/Baby Girls/Clothing/Tops/Blouses,2475782011,-11.390708923339844,"Clothing, Shoes & Jewelry/Women/Shops/Petite/Tops & Tees/Knits & Tees",6114005011,-11.393922805786133,"Clothing, Shoes & Jewelry/Women/Shops/Petite/Tops & Tees/Polos",6114006011,-11.395965576171875,"Clothing, Shoes & Jewelry/Baby/Baby Boys/Clothing/Tops/Polos",2475822011,-11.396576881408691,"Clothing, Shoes & Jewelry/Women/Shops/Petite/Tops & Tees/Blouses & Button-Down Shirts",6114001011,-11.398092269897461,Baby/Apparel & Accessories/Baby Girls/Clothing/Clothing Sets/Short Sets,6323774011,-11.39892578125,Sports & Outdoors/Sports & Fitness/Other Sports/Equestrian Sports/Clothing/Kids/Shirts,19539094011,-11.399188995361328,"Handmade/Baby/Baby Clothing, Shoes & Accessories/Baby Boys/Clothing/Tops & Tees",16579592011,-11.399877548217773,"Clothing, Shoes & Jewelry/Baby/Baby Boys/Clothing/Tops/Tees",2475820011,-11.39991569519043
21a8f307-1ec4-4029-ab3f-a30e33bd14cf,Baccara Ringer Tee,Baccara Ringer Tee by Valfré MADE IN LA This dark blue ringer tee has red trim and features Valfré’s original artwork titled “Baccara”. Content + Care: - 100% Cotton- Machine Washable,17928799011,Handmade/Sports & Outdoors/Sports & Fitness/Golf/Tees & Tee Holders,-10.27464485168457,Handmade/Sports & Outdoors/Sports & Fitness/Golf/Tees & Tee Holders,17928799011,-10.27464485168457,"Industrial & Scientific/Hydraulics, Pneumatics & Plumbing/Fittings/Tube Fittings/Luer Fittings/Luer-to-Barbed Fittings/Tee Fittings",700792011,-10.392535209655762,Automotive/Replacement Parts/Exhaust & Emissions/Vacuum Tee Connectors,15725201,-10.404376983642578,"Industrial & Scientific/Hydraulics, Pneumatics & Plumbing/Fittings/Tube Fittings/Luer Fittings/Luer-to-Threaded Fittings/Tee Fittings",700801011,-10.51745319366455,"Industrial & Scientific/Hydraulics, Pneumatics & Plumbing/Fittings/Tube Fittings/Luer Fittings/Tee Fittings",700753011,-10.570677757263184,"Clothing, Shoes & Jewelry - Men/Clothing/Active/Active Shirts & Tees",1046648,-10.8084716796875,"Clothing, Shoes & Jewelry - Men/Shops/Big & Tall/Active/Active Shirts & Tees",6002116011,-10.821893692016602,"Industrial & Scientific/Hydraulics, Pneumatics & Plumbing/Fittings/Tube Fittings/Barbed Fittings/Tee Fittings",700732011,-10.876542091369629,"Clothing, Shoes & Jewelry/Baby/Baby Boys/Clothing/Tops/Tees",2475820011,-10.933629989624023,"Clothing, Shoes & Jewelry - Girls/Clothing/Tops, Tees & Blouses/Tees",1045128,-10.963155746459961,"Clothing, Shoes & Jewelry - Boys/Clothing/Tops, Tees & Shirts/Tank Tops",1045980,-11.02567195892334,"Handmade/Baby/Baby Clothing, Shoes & Accessories/Baby Boys/Clothing/Tops & Tees",16579592011,-11.039685249328613,"Handmade/Clothing, Shoes & Accessories/Men/Clothing/Tops & Tees/Tank Tops",16579436011,-11.043045997619629,"Handmade/Clothing, Shoes & Accessories/Women/Clothing/Tops & Tees/Tank Tops",16579390011,-11.043115615844727,"Handmade/Baby/Baby Clothing, Shoes & Accessories/Baby Girls/Clothing/Tops & Tees",16579559011,-11.08028793334961,"Clothing, Shoes & Jewelry/Novelty & More/Clothing/Novelty/Boys/Tops & Tees/Tanks Tops",9057095011,-11.090707778930664,"Clothing, Shoes & Jewelry/Women/Clothing/Tops, Tees & Blouses/Tanks & Camis",2368344011,-11.151276588439941,"Clothing, Shoes & Jewelry/Women/Shops/Petite/Tops & Tees/Blouses & Button-Down Shirts/Button-Down Shirts",6114003011,-11.203929901123047,"Clothing, Shoes & Jewelry/Women/Clothing/Tops, Tees & Blouses/Blouses & Button-Down Shirts",2368365011,-11.2041015625,"Clothing, Shoes & Jewelry/Girls/Clothing/Tops, Tees & Blouses/Blouses & Button-Down Shirts",2412652011,-11.208686828613281
13615511-cd5e-4f8b-93b1-cf274e748942,Valfre Postcards Vol 2 - Set of 12,"Valfre Postcards Vol 2 This Postcard set features 12 original Valfré artworks, each printed on thick, matte cardstock. Perfect for collecting, framing or dropping a note to family and friends. These postcards come in a cute box that also includes 12 individual envelopes. Size - 4"" x 6""",5263614011,Collectibles & Fine Arts/Entertainment/Postcards,-8.25464916229248,Collectibles & Fine Arts/Entertainment/Postcards,5263614011,-8.25464916229248,Collectibles & Fine Arts/Sports/Postcards & Index Cards,3311064011,-8.73849868774414,Office Products/Office & School Supplies/Paper/Cards & Card Stock/Postcards,1069672,-10.210858345031738,Collectibles & Fine Arts/Sports/Lineup Cards,5395826011,-10.287762641906738,"Books/Crafts, Hobbies & Home/Antiques & Collectibles/Paper Ephemera & Cards/Postcards",5102,-10.354445457458496,Collectibles & Fine Arts/Entertainment/Publicity Photo Cards,5263617011,-10.487495422363281,Collectibles & Fine Arts/Sports/Trading Cards/Single Cards/Parallel Singles,9430230011,-11.014463424682617,"Kindle Store/Kindle eBooks/Nonfiction/Crafts, Hobbies & Home/Antiques & Collectibles/Postcards",156744011,-11.096575736999512,Collectibles & Fine Arts/Sports/Trading Cards/Single Cards/Graded Singles,9430231011,-11.136974334716797,"Industrial & Scientific/Power Transmission Products/Couplings, Collars & Universal Joiners/Rigid Couplings/Set Screw",16411901,-11.24577808380127,Collectibles & Fine Arts/Fine Art/Prints/Lithographs,6685301011,-11.282809257507324,Musical Instruments/Drums & Percussion/Drum Sets & Set Components,11970381,-11.335379600524902,Collectibles & Fine Arts/Fine Art/Photographs/Toned Print Photographs,6685293011,-11.359973907470703,Collectibles & Fine Arts/Fine Art/Photographs/R-Print Photographs,6685291011,-11.362473487854004,Collectibles & Fine Arts/Fine Art/Photographs/C-Print Photographs,6685290011,-11.366581916809082,Handmade/Home & Kitchen/Home Décor/Photo Albums & Frames/Photo Albums,11434600011,-11.36721420288086,Collectibles & Fine Arts/Fine Art/Drawings/Ink Drawings,6685274011,-11.377336502075195,Musical Instruments/Instrument Accessories/Drum & Percussion Accessories/Drum Set Accessories,11966761,-11.381263732910156,Collectibles & Fine Arts/Fine Art/Prints/Foil Imaging Prints,6685308011,-11.384896278381348,Collectibles & Fine Arts/Fine Art/Prints/Monotype Prints,6685307011,-11.392444610595703
f6c762de-e16c-47a3-b708-830c56230f59,Valfre Coloring Book Vol. 3,"Valfre Coloring Book Vol. 3 This new limited edition Valfré hard-cover Coloring Book features a compilation of 28 original illustrations by Ilse Valfré. Hard Cover High-quality thick pages Dimensions 8"" x 11"" x .5""",14279726011,Books/Arts & Photography/Drawing/Coloring Books for Grown-Ups/Humorous,-8.139263153076172,Books/Arts & Photography/Drawing/Coloring Books for Grown-Ups/Humorous,14279726011,-8.139263153076172,Books/Arts & Photography/Drawing/Coloring Books for Grown-Ups,11357541011,-8.162818908691406,"Books/Children's Books/Activities, Crafts & Games/Activity Books/Coloring Books",3374,-9.154623031616211,"Kindle Store/Kindle eBooks/Nonfiction/Crafts, Hobbies & Home/Crafts & Hobbies/Papercrafts/Adult Coloring Books",156800011,-9.589241027832031,"Kindle Store/Kindle eBooks/Humor & Entertainment/Activities, Puzzles & Games/Coloring Books",14530447011,-9.70660400390625,"Arts, Crafts & Sewing/Scrapbooking & Stamping/Photo Transfer & Coloring Supplies",12898411,-10.321812629699707,Beauty/Personal Care/Hair Care/Hair Coloring Products,11057451,-10.631568908691406,Toys & Games/Arts & Crafts/Drawing & Painting Supplies/Coloring Pens & Markers,166088011,-10.661459922790527,Beauty/Hair Care/Hair Coloring Products/Coloring & Highlighting Tools,3784151,-10.71590805053711,Home & Kitchen/Kitchen & Dining/Bakeware/Decorating Tools/Food Coloring,13825861,-10.829153060913086,Books/Arts & Photography/Graphic Design/Commercial/Book Design,3564964011,-11.247522354125977,Books/Religion & Spirituality/Christian Books & Bibles/Worship & Devotion/Book of Common Prayer,172816,-11.31998348236084,"Books/Reference/Writing, Research & Publishing Guides/Publishing & Books/Book Industry",9996,-11.329076766967773,Books/Children's Books/Education & Reference/Study Aids/Book Notes,3201,-11.345236778259277,Books/Teen & Young Adult/Education & Reference/Study Aids/Book Notes,10367768011,-11.352826118469238,"Books/Crafts, Hobbies & Home/Crafts & Hobbies/Papercrafts, Stamping & Stenciling/Book Making & Binding",5130,-11.353166580200195,Books/Religion & Spirituality/Other Eastern Religions & Sacred Texts/Tibetan Book of the Dead,12257,-11.357086181640625,Office Products/Office & School Supplies/Book Covers & Book Accessories,17581329011,-11.361897468566895,"Kindle Store/Kindle eBooks/Nonfiction/Crafts, Hobbies & Home/Crafts & Hobbies/Book Making & Binding",156768011,-11.364276885986328,Kindle Store/Kindle eBooks/Teen & Young Adult/Education & Reference/Study Aids/Book Notes,7006603011,-11.375017166137695
051b2bac-92ff-40e7-9748-2a5773c85a09,Lily Woven Blanket,"This large handcrafted blanket features Ilse Valfré's original Lily artwork. Whether you're looking to add some art to your walls or drape it across your bed, this handcrafted tapestry will add a unique creative touch. Valfre's woven tapestries are crafted with premium materials for an unparalleled quality. Size 68"" x 48"" Cotton / Poly Blend",11433441011,Handmade/Home & Kitchen/Bedding/Blankets & Quilts,-7.122496604919434,Handmade/Home & Kitchen/Bedding/Blankets & Quilts,11433441011,-7.122496604919434,Handmade/Baby/Nursery/Nursery Bedding/Blankets & Swaddling,11426909011,-7.742733955383301,Baby/Nursery/Bedding/Baby Bedding/Blankets & Swaddling/Wearable Blankets,7883157011,-8.296114921569824,Home & Kitchen/Bedding/Blankets & Throws/Wearable Blankets,17874220011,-8.700494766235352,Handmade/Pet Supplies/Dogs/Beds & Furniture/Bed Blankets,15735425011,-9.899246215820312,Baby/Apparel & Accessories/Baby Boys/Clothing/Sleepwear & Robes/Blanket Sleepers,2475840011,-9.902512550354004,"Clothing, Shoes & Jewelry/Boys/Clothing/Sleepwear & Robes/Blanket Sleepers",2422545011,-10.072505950927734,Handmade/Baby/Nursery/Nursery Bedding/Quilts & Bed Covers,11426919011,-10.0989990234375,"Clothing, Shoes & Jewelry - Girls/Clothing/Sleepwear & Robes/Blanket Sleepers",2412729011,-10.122074127197266,"Toys & Games/Kids' Furniture, Décor & Storage/Bedding & Slumber Bags/Blankets & Throws/Plush Toy & Blanket Sets",17874237011,-10.14635944366455,Industrial & Scientific/Professional Medical Supplies/Surgical Supplies/Blanket Warmers,17728860011,-10.1473388671875,"Clothing, Shoes & Jewelry - Baby/Baby Girls/Clothing/Sleepwear & Robes/Blanket Sleepers",2475800011,-10.163410186767578,"Toys & Games/Kids' Furniture, Décor & Storage/Bedding & Slumber Bags/Blankets & Throws/Wearable Blankets",17874235011,-10.312695503234863,Handmade/Baby/Nursery/Nursery Bedding,11426907011,-10.32274341583252,"Handmade/Baby/Nursery/Nursery Bedding/Pillows, Covers & Protectors",19530403011,-10.360880851745605,Handmade/Home & Kitchen/Bedding/Duvets & Duvet Covers,11433446011,-10.363409042358398,Handmade/Baby/Nursery/Nursery Bedding/Playard Bedding,11426918011,-10.56998348236084,Handmade/Baby/Nursery/Nursery Bedding/Crib Bedding,11426913011,-10.599979400634766,Handmade/Home & Kitchen/Bedding/Bedspreads & Coverlets,11433438011,-10.892877578735352,Handmade/Home & Kitchen/Kitchen & Dining/Kitchen Linen,11434973011,-11.137201309204102
48f10248-82f5-4adb-acbf-69b557ae702e,Cyclops Crop Top,Cyclops Crop Top Tshirt by Valfré. MADE IN LAA This black crop top Tshirt features Valfré’s original artwork titled “Cyclops”. Content + Care: - 100% High Quality Cotton- Machine Washable,3048991,Books/Science & Math/Agricultural Sciences/Crop Science,-10.880184173583984,Books/Science & Math/Agricultural Sciences/Crop Science,3048991,-10.880184173583984,Kindle Store/Kindle eBooks/Nonfiction/Science/Agricultural Sciences/Crop Science,158602011,-11.149964332580566,Automotive/Replacement Parts/Switches & Relays/Relays/Convertible Top,15732761,-11.260953903198242,"Clothing, Shoes & Jewelry/Women/Clothing/Active/Active Top & Bottom Sets",2374290011,-11.278717041015625,"Clothing, Shoes & Jewelry/Women/Shops/Juniors/Active/Active Top & Bottom Sets",9650130011,-11.290403366088867,"Clothing, Shoes & Jewelry/Women/Shops/Petite/Active/Active Top & Bottom Sets",6114022011,-11.296467781066895,Automotive/Car Care/Exterior Care/Convertible Top Cleaners,15718461,-11.311965942382812,"Clothing, Shoes & Jewelry/Women/Shops/Plus-Size/Active/Active Top & Bottom Sets",5605266011,-11.311973571777344,"Clothing, Shoes & Jewelry - Girls/Clothing/Active/Active Top & Bottom Sets",2412715011,-11.31518268585205,"Handmade/Clothing, Shoes & Accessories/Men/Clothing/Tops & Tees/Tank Tops",16579436011,-11.317901611328125,"Handmade/Clothing, Shoes & Accessories/Women/Clothing/Tops & Tees/Tank Tops",16579390011,-11.329530715942383,Sports & Outdoors/Outdoor Recreation/Outdoor Clothing/Men/Shirts/Tank Tops,11443880011,-11.336421966552734,"Clothing, Shoes & Jewelry - Men/Clothing/T-Shirts & Tanks/Tank Tops",2476518011,-11.348356246948242,Sports & Outdoors/Outdoor Recreation/Outdoor Clothing/Women/Shirts/Tank Tops,11443928011,-11.349874496459961,"Clothing, Shoes & Jewelry/Novelty & More/Clothing/Novelty/Men/Shirts/Tanks Tops",9056988011,-11.350130081176758,"Clothing, Shoes & Jewelry - Men/Shops/Big & Tall/Active/Active Base Layers/Tops",6002126011,-11.35534381866455,Sports & Outdoors/Sports & Fitness/Clothing/Men/Shirts/Compression Tops,9590779011,-11.360893249511719,"Clothing, Shoes & Jewelry/Novelty & More/Clothing/Novelty/Boys/Tops & Tees/Tanks Tops",9057095011,-11.361624717712402,"Clothing, Shoes & Jewelry - Men/Shops/Contemporary & Designer/Clothing/Shirts/Tank Tops",11307734011,-11.364025115966797,"Beauty/Foot, Hand & Nail Care/Nail Art & Polish/Base & Top Coats/Top Coat",17269951011,-11.365392684936523
733a893f-0c97-490d-9b23-c68a7dfb05c5,Take Out Phone Case,"Take Out Phone Case by Valfre This shockproof case features original Valfre artwork titled ""Bad Bettie"". Made of PC & TPU material that works great to protect your phone 1mm raised edges for screen protection Artwork is printed on a textured vegan leather material Vegan leather interior layer for a nice finishing touch Access to all ports and camera lenses Comes in a custom box with magnetic closure Available for all iPhone 13, 14 and 15 models. Select your model above.",3081461011,"Electronics/Cell Phones & Accessories/Cases, Holsters & Clips/Basic Cases",99.99,"Electronics/Cell Phones & Accessories/Cases, Holsters & Clips/Basic Cases",3081461011,99.99,Industrial & Scientific/Food Service Equipment & Supplies/Disposables/Take Out Containers/Clamshell Take Out Containers,5016472011,-5.069822311401367,Industrial & Scientific/Food Service Equipment & Supplies/Disposables/Take Out Containers,5016465011,-5.1348161697387695,Industrial & Scientific/Food Service Equipment & Supplies/Disposables/Take Out Containers/Bakery Take Out Containers,5016466011,-5.216900825500488,"Handmade/Electronics Accessories/Laptop Accessories/Bags, Cases & Sleeves/Hard Case Shells",14345443011,-10.339643478393555,Handmade/Electronics Accessories/Cell Phone Accessories,14345426011,-10.639554023742676,Electronics/Computers & Accessories/Computer Components/Internal Components/Fans & Cooling/Case Fans,11036291,-11.138994216918945,Office Products/Office & School Supplies/Binders & Binding Systems/Binders/Portfolio & Case Ring Binders,490553011,-11.221476554870605,Automotive/Replacement Parts/Bearings & Seals/Seals/Transfer Case,15721281,-11.281349182128906,Automotive/Replacement Parts/Bearings & Seals/Bearings/Transfer Case,15720511,-11.301636695861816,Automotive/Motorcycle & Powersports/Parts/Body & Frame Parts/Guards & Covers/Case Savers,5285424011,-11.319866180419922,"Clothing, Shoes & Jewelry/Women/Clothing/Skirts/Night Out",2348590011,-11.389749526977539,Industrial & Scientific/Professional Dental Supplies/Oral Hygiene & Preventive Care/Oral Hygiene & Patient Take Home Supplies,11322295011,-11.397256851196289,"Clothing, Shoes & Jewelry/Women/Clothing/Pants/Night Out",2528697011,-11.399345397949219,"Clothing, Shoes & Jewelry/Women/Clothing/Dresses/Club & Night Out",11006702011,-11.41166877746582,"Clothing, Shoes & Jewelry/Women/Shops/Petite/Skirts/Night Out & Special Occasion",6114067011,-11.413806915283203,"Clothing, Shoes & Jewelry/Women/Shops/Juniors/Skirts/Night Out & Special Occasion",9650241011,-11.416400909423828,"Clothing, Shoes & Jewelry/Women/Shops/Petite/Dresses/Night Out & Cocktail",6114046011,-11.420839309692383,"Clothing, Shoes & Jewelry/Women/Shops/Maternity/Dresses/Night Out & Cocktail",2349041011,-11.42086410522461,"Clothing, Shoes & Jewelry/Women/Shops/Juniors/Dresses/Night Out & Cocktail",9650172011,-11.422208786010742
ce74ac50-efa2-4813-b48a-b05f11c3ec95,Atlantis Puzzle,"Atlantis Puzzle Set This 500 piece puzzle features Valfre's original artwork titled ""Atlantis"" Made out of cardboard Size: 24.5"" x 20"" Comes in a custom box that acts as storage for when you're done.",2491829011,Toys & Games/Puzzles/3-D Puzzles,-7.6334638595581055,Toys & Games/Puzzles/3-D Puzzles,2491829011,-7.6334638595581055,Toys & Games/Puzzles/Sudoku Puzzles,274336011,-8.153425216674805,Toys & Games/Puzzles/Puzzle Accessories,166404011,-8.526966094970703,Toys & Games/Puzzles/Floor Puzzles,166361011,-8.617074966430664,Toys & Games/Puzzles/Brain Teasers/Assembly & Disentanglement Puzzles,166405011,-8.645398139953613,Toys & Games/Puzzles,166359011,-8.771829605102539,Toys & Games/Puzzles/Jigsaw Puzzles,166363011,-8.81932258605957,Handmade/Toys & Games/Puzzles,14351341011,-8.927605628967285,Toys & Games/Puzzles/Pegged Puzzles,166403011,-8.971139907836914,Toys & Games/Puzzles/Brain Teasers/Puzzle Boxes,274335011,-9.000744819641113,Toys & Games/Puzzles/Puzzle Play Mats,2522073011,-9.436240196228027,Toys & Games/Puzzles/Brain Teasers,166360011,-9.456056594848633,Books/Humor & Entertainment/Puzzles & Games/Card Games/Solitaire,4415,-10.821765899658203,Toys & Games/Games & Accessories/Card Games/Collectible Card Games/Polyhedral Dice,1265808011,-11.216717720031738,Toys & Games/Sports & Outdoor Play/Pools & Water Toys/Pool Toys/Dive Rings & Toys,2327107011,-11.249419212341309,Toys & Games/Arts & Crafts/Craft Kits/Mosaics,2488757011,-11.267820358276367,Toys & Games/Arts & Crafts/Craft Kits/Paint with Water Kits,676721011,-11.269769668579102,Handmade/Home & Kitchen/Home Décor/Decorative Accessories/Boxes,11434571011,-11.27542495727539,Toys & Games/Games & Accessories/Game Accessories/Game Pieces,1265811011,-11.277289390563965,Handmade/Home & Kitchen/Storage & Organization/Baskets & Bins/Storage Boxes & Chests,11435537011,-11.281314849853516
4142b1ef-4c45-4577-b411-9949f06c901f,Tulipan Woven Blanket,"This large handcrafted blanket features Ilse Valfré's original artwork titled ""Tulipan"". Whether you're looking to add some art to your walls or drape it across your bed, this handcrafted tapestry will add a unique creative touch. Valfre's woven tapestries are crafted with premium materials for an unparalleled quality. Size 50"" x 70"" Cotton / Poly Blend",11433441011,Handmade/Home & Kitchen/Bedding/Blankets & Quilts,-9.321179389953613,Handmade/Home & Kitchen/Bedding/Blankets & Quilts,11433441011,-9.321179389953613,Handmade/Baby/Nursery/Nursery Bedding/Blankets & Swaddling,11426909011,-9.65106201171875,Baby/Apparel & Accessories/Baby Boys/Clothing/Sleepwear & Robes/Blanket Sleepers,2475840011,-10.407175064086914,Handmade/Pet Supplies/Dogs/Beds & Furniture/Bed Blankets,15735425011,-10.493375778198242,"Clothing, Shoes & Jewelry/Boys/Clothing/Sleepwear & Robes/Blanket Sleepers",2422545011,-10.527790069580078,"Clothing, Shoes & Jewelry - Girls/Clothing/Sleepwear & Robes/Blanket Sleepers",2412729011,-10.627197265625,Industrial & Scientific/Professional Medical Supplies/Surgical Supplies/Blanket Warmers,17728860011,-10.726396560668945,"Toys & Games/Kids' Furniture, Décor & Storage/Bedding & Slumber Bags/Blankets & Throws/Plush Toy & Blanket Sets",17874237011,-10.784524917602539,"Clothing, Shoes & Jewelry - Baby/Baby Girls/Clothing/Sleepwear & Robes/Blanket Sleepers",2475800011,-10.790985107421875,Handmade/Baby/Nursery/Nursery Bedding/Quilts & Bed Covers,11426919011,-10.795389175415039,Handmade/Home & Kitchen/Bedding/Duvets & Duvet Covers,11433446011,-10.870399475097656,"Handmade/Baby/Nursery/Nursery Bedding/Pillows, Covers & Protectors",19530403011,-10.877459526062012,Handmade/Baby/Nursery/Nursery Bedding,11426907011,-10.93118667602539,Handmade/Baby/Nursery/Nursery Bedding/Playard Bedding,11426918011,-11.016990661621094,Handmade/Baby/Nursery/Nursery Bedding/Crib Bedding,11426913011,-11.06804084777832,Handmade/Home & Kitchen/Bedding/Bedspreads & Coverlets,11433438011,-11.079427719116211,Handmade/Home & Kitchen/Kitchen & Dining/Kitchen Linen,11434973011,-11.160675048828125,Handmade/Home & Kitchen/Home Décor/Slipcovers,11434604011,-11.188724517822266,Handmade/Home & Kitchen/Bath/Bath Linen,11433421011,-11.18933391571045,Handmade/Home & Kitchen/Bedding/Sheets & Pillowcases,11433450011,-11.202688217163086
